Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,EndTime,DurationMs
1111,2026-07-14 07:26:00,ssh-agent.exe,,01/11/2024 22:58:15 +00:00,LocalSystem,S-1-5-18,,4,1179,2026-07-14 07:26:00,703368
1112,2026-07-14 07:26:00,svchost.exe,[LocalSystemNetworkRestricted] [WPDBusEnum],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,79,2026-07-14 06:28:00,163357
1113,2026-07-14 07:26:00,svchost.exe,[netsvcs] [ShellHWDetection],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,104,2026-07-14 07:26:00,3643356
1114,2026-07-14 07:26:00,svchost.exe,[LocalSystemNetworkRestricted] [NcbService],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,103,2026-07-14 07:26:00,3643356
1115,2026-07-14 07:26:00,MoUsoCoreWorker.exe,,01/29/2023 04:36:24 +00:00,LocalSystem,S-1-5-18,,4,222,2026-07-14 07:26:00,2520009
1116,2026-07-14 07:26:00,MicrosoftWindows.Client.OOBE_1000.26100.2.0_x64__cw5n1h2txyewy!runtimebroker07f4358a809ac99a64a67c1!RuntimeBroker.exe!2084/04/16:22:42:08!2b85d!,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,1180,2026-07-14 06:58:00,419987
1117,2026-07-14 07:26:00,svchost.exe,[NetworkServiceNetworkRestricted] [PolicyAgent],11/12/2104 20:36:41 +00:00,NetworkService,S-1-5-20,,9,89,2026-07-14 07:26:00,3463349
1118,2026-07-14 07:26:00,svchost.exe,[LocalSystemNetworkRestricted] [TrkWks],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,40,2026-07-14 07:26:00,3343362
1119,2026-07-14 07:26:00,svchost.exe,[UdkSvcGroup] [UdkUserSvc],11/12/2104 20:36:41 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,185,2026-07-14 07:26:00,3643356
1120,2026-07-14 07:26:00,MemCompression,,01/01/1970 00:00:00 +00:00,LocalSystem,S-1-5-18,,4,43,2026-07-14 07:26:00,823372
1121,2026-07-14 07:26:00,svchost.exe,[LocalServiceNetworkRestricted] [wscsvc],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,86,2026-07-14 07:26:00,3540000
1122,2026-07-14 07:26:00,csrss.exe,,11/01/2025 19:32:58 +00:00,LocalSystem,S-1-5-18,,4,14,2026-07-14 06:26:00,43370
1123,2026-07-14 07:26:00,svchost.exe,[netsvcs] [TokenBroker],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,77,2026-07-14 07:26:00,3643356
1124,2026-07-14 07:26:00,taskhostw.exe,,05/16/2070 03:03:40 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,34,2026-07-14 07:26:00,2503221
1125,2026-07-14 07:26:00,DiskSnapshot.exe,,09/03/1984 07:29:46 +00:00,LocalSystem,S-1-5-18,,4,1181,2026-07-14 06:37:00,60007
1126,2026-07-14 07:26:00,svchost.exe,[LocalServiceNetworkRestricted] [AppIDSvc],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,94,2026-07-14 07:26:00,3643356
1127,2026-07-14 07:26:00,SecurityHealthSystray.exe,,10/06/2040 11:34:09 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,207,2026-07-14 07:26:00,1303352
1128,2026-07-14 07:26:00,NisSrv.exe,,01/03/2105 14:30:56 +00:00,LocalService,S-1-5-19,,6,99,2026-07-14 06:37:00,703365
1129,2026-07-14 07:26:00,MicrosoftWindows.Client.CBS_1000.26100.18.0_x64__cw5n1h2txyewy!Global.Accounts!backgroundTaskHost.exe!2018/10/16:16:40:03!19e1d!,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,198,2026-07-14 06:57:00,120000
1130,2026-07-14 07:26:00,svchost.exe,[LocalService] [EventSystem],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,51,2026-07-14 07:26:00,3643356
1131,2026-07-14 07:26:00,UsoClient.exe,,09/21/2079 15:20:47 +00:00,LocalSystem,S-1-5-18,,4,248,2026-07-14 07:02:00,240017
1132,2026-07-14 07:26:00,svchost.exe,[LocalServiceNetworkRestricted] [EventLog],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,49,2026-07-14 07:26:00,3643356
1133,2026-07-14 07:26:00,Registry,,01/01/1970 00:00:00 +00:00,LocalSystem,S-1-5-18,,4,88,2026-07-14 07:26:00,3523357
1134,2026-07-14 07:26:00,svchost.exe,[UnistackSvcGroup] [WpnUserService],11/12/2104 20:36:41 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,133,2026-07-14 07:26:00,3643356
1135,2026-07-14 07:26:00,WmiPrvSE.exe,,05/23/2105 04:02:45 +00:00,LocalService,S-1-5-19,,6,97,2026-07-14 06:50:00,899993
1136,2026-07-14 07:26:00,svchost.exe,[osprivacy] [camsvc],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,188,2026-07-14 07:26:00,3643356
1137,2026-07-14 07:26:00,svchost.exe,[LocalServiceNetworkRestricted] [WinHttpAutoProxySvc],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,38,2026-07-14 07:26:00,3643356
1138,2026-07-14 07:26:00,dllhost.exe,,01/02/2064 08:07:22 +00:00,LocalSystem,S-1-5-18,,4,132,2026-07-14 06:27:00,103356
1139,2026-07-14 07:26:00,svchost.exe,[LocalServiceNetworkRestricted] [DusmSvc],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,114,2026-07-14 07:26:00,1783223
1140,2026-07-14 07:26:00,svchost.exe,[LocalSystemNetworkRestricted] [TextInputManagementService],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,87,2026-07-14 07:26:00,3343225
1141,2026-07-14 07:26:00,sshd.exe,,01/11/2024 22:58:26 +00:00,UnknownOrUserSid,S-1-5-111-3847866527-469524349-687026318-516638107-1125189541-3120,,1142,1172,2026-07-14 06:31:00,59997
1142,2026-07-14 07:26:00,dxgiadaptercache.exe,,06/20/1980 04:02:58 +00:00,LocalSystem,S-1-5-18,,4,178,2026-07-14 06:27:00,103356
1143,2026-07-14 07:26:00,EvtxECmd.exe,,03/25/2026 15:32:16 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,208,2026-07-14 07:13:00,120003
1144,2026-07-14 07:26:00,sshd.exe,,01/11/2024 22:58:26 +00:00,LocalSystem,S-1-5-18,,4,1172,2026-07-14 07:26:00,1543370
1145,2026-07-14 07:26:00,sshd.exe,,01/11/2024 22:58:26 +00:00,UnknownOrUserSid,S-1-5-111-3847866527-469524349-687026318-516638107-1125189541-4740,,1144,1172,2026-07-14 06:32:00,60010
1146,2026-07-14 07:26:00,slui.exe,,01/29/2056 10:04:17 +00:00,NetworkService,S-1-5-20,,9,83,2026-07-14 06:26:00,43370
1147,2026-07-14 07:26:00,MicrosoftWindows.Client.CBS_1000.26100.18.0_x64__cw5n1h2txyewy!CortanaUI!SearchHost.exe!2024/07/27:00:46:44!1007f!,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,115,2026-07-14 06:57:00,163370
1148,2026-07-14 07:26:00,AmcacheParser.exe,,03/25/2026 15:32:16 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,1182,2026-07-14 07:12:00,60007
1149,2026-07-14 07:26:00,svchost.exe,[netsvcs] [Appinfo],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,131,2026-07-14 07:26:00,1603231
1150,2026-07-14 07:26:00,hayabusa.exe,,04/29/2026 23:20:34 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,221,2026-07-14 07:13:00,120003
1151,2026-07-14 07:26:00,svchost.exe,[GPSvcGroup],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,229,2026-07-14 07:26:00,2383357
1152,2026-07-14 07:26:00,WmiPrvSE.exe,,05/23/2105 04:02:45 +00:00,NetworkService,S-1-5-20,,9,97,2026-07-14 07:15:00,1663348
1153,2026-07-14 07:26:00,MicrosoftWindows.Client.CBS_1000.26100.18.0_x64__cw5n1h2txyewy!runtimebroker07f4358a809ac99a64a67c1!RuntimeBroker.exe!2084/04/16:22:42:08!2b85d!,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,123,2026-07-14 07:26:00,3643356
1154,2026-07-14 07:26:00,Microsoft.Windows.StartMenuExperienceHost_10.0.26100.1301_neutral_neutral_cw5n1h2txyewy!runtimebroker07f4358a809ac99a64a67c1!RuntimeBroker.exe!2084/04/16:22:42:08!2b85d!,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,158,2026-07-14 07:26:00,3643356
1155,2026-07-14 07:26:00,svchost.exe,[LocalServiceNoNetwork],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,113,2026-07-14 07:26:00,3643356
1156,2026-07-14 07:26:00,spoolsv.exe,,09/29/2072 12:27:06 +00:00,LocalSystem,S-1-5-18,,4,105,2026-07-14 07:26:00,1183366
1157,2026-07-14 07:26:00,istat.exe,,04/15/2026 15:05:57 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,1183,2026-07-14 07:13:00,59996
1158,2026-07-14 07:26:00,svchost.exe,[DcomLaunch] [LSM],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,101,2026-07-14 07:26:00,3643356
1159,2026-07-14 07:26:00,explorer.exe,,11/28/2004 07:36:05 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,112,2026-07-14 07:13:00,163373
1160,2026-07-14 07:26:00,dirname.exe,,11/15/2022 17:18:45 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,261,2026-07-14 07:13:00,59996
1161,2026-07-14 07:26:00,svchost.exe,[netsvcs] [DsmSvc],11/12/2104 20:36:41 +00:00,LocalSystem,S-1-5-18,,4,54,2026-07-14 06:27:00,103356
1162,2026-07-14 07:26:00,svchost.exe,[LocalService] [LicenseManager],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,63,2026-07-14 07:26:00,2999998
1163,2026-07-14 07:26:00,ctfmon.exe,,12/31/1984 10:58:43 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,65,2026-07-14 07:26:00,1423370
1164,2026-07-14 07:26:00,appidpolicyconverter.exe,,06/18/2014 08:39:19 +00:00,LocalSystem,S-1-5-18,,4,153,2026-07-14 06:34:00,120012
1165,2026-07-14 07:26:00,svchost.exe,[LocalServiceNetworkRestricted] [lmhosts],11/12/2104 20:36:41 +00:00,LocalService,S-1-5-19,,6,92,2026-07-14 07:26:00,1543231
1166,2026-07-14 07:26:00,mobsync.exe,,05/31/2093 19:05:15 +00:00,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,215,2026-07-14 06:26:00,43370
